ide,ident,libelle,obs1,obs2,ident,perimetre,adr1,adr2,codepostal,ville,tel,nom1,prenom1,tel1,poste1,nbclasses,nbplaces,nbinscrits,libelle1,libelle2,pair,pairdebut,pairfin,impair,impairdebut,impairfin,ident,libelle1,motdirec,pairdebutbis,pairfinbis,impairdebutbis,impairfinbis,etablissement,rue
349,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,SU27E,SQUARE DES TOURTERELLES,TOURTERELLES,,,,,13,223
350,PONTILLON,Périmètre Robert Pontillon,,,M/PON,11,36 RUE VOLTAIRE,,92150,SURESNES,01 41 18 19 76,PERSON,Jean-Christophe,01 41 18 19 76,,6,180,135,Maternelle Robert Pontillon,,T,,,T,,,9665R,RUE VOLTAIRE,VOLTAIRE,,,,,13,218
351,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,P,78,9998,P,71,9999,1425J,RUE CARNOT,CARNOT,,,,,5,26
352,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,T,,,T,,,5155N,ALLEE LOUIS CHEVROLET,CHEVROLET,,,,,5,124
353,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,S,,,S,,,8515R,ALLEE SANTOS DUMONT,DUMONT,,,,,5,191
354,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,P,40,9998,P,43,9999,4125U,RUE GAMBETTA,GAMBETTA,,,,,5,83
355,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,T,,,T,,,4740M,RUE JEAN MACE,MACE,,,,,5,110
356,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,S,,,P,15,25,0660C,RUE BENOIT MALON,MALON,,,,,5,18
357,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,T,,,T,,,6155A,ALLEE DES MIMOSAS,MIMOSAS,,,,,5,141
358,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,P,14,14,S,,,3125G,RUE EDOUARD NIEUPORT,NIEUPORT,,B,,,5,63
359,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,S,,,S,,,8121M,PLACE DU RATRAIT,RATRAIT,,,,,5,182
360,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,P,14,9998,T,,,8120L,RUE DU RATRAIT,RATRAIT,,,,,5,181
361,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,S,,,P,1,1,8510K,RUE SALOMON DE ROTHSCHILD,ROTHSCHILD,,,,,5,190
362,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,T,,,T,,,9620S,RUE DES VELETTES,VELETTES,,,,,5,212
363,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,E/AL,99,86 RUE CARNOT,,92150,SURESNES,01 41 18 16 98,FLIS-RICHARD,Sylvie,01 41 18 16 98,,16,432,403,Elémentaire Berty  Albrecht,,S,,,P,25,101,9625X,RUE DE VERDUN,VERDUN,,,,,5,214
364,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,P,78,9998,P,71,9999,1425J,RUE CARNOT,CARNOT,,,,,20,26
365,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,T,,,T,,,5155N,ALLEE LOUIS CHEVROLET,CHEVROLET,,,,,20,124
366,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,S,,,S,,,8515R,ALLEE SANTOS DUMONT,DUMONT,,,,,20,191
367,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,P,40,9998,P,43,9999,4125U,RUE GAMBETTA,GAMBETTA,,,,,20,83
368,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,T,,,T,,,4740M,RUE JEAN MACE,MACE,,,,,20,110
369,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,S,,,P,15,25,0660C,RUE BENOIT MALON,MALON,,,,,20,18
370,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,T,,,T,,,6155A,ALLEE DES MIMOSAS,MIMOSAS,,,,,20,141
371,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,P,14,14,S,,,3125G,RUE EDOUARD NIEUPORT,NIEUPORT,,B,,,20,63
372,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,S,,,S,,,8121M,PLACE DU RATRAIT,RATRAIT,,,,,20,182
373,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,P,14,9998,T,,,8120L,RUE DU RATRAIT,RATRAIT,,,,,20,181
374,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,S,,,P,1,1,8510K,RUE SALOMON DE ROTHSCHILD,ROTHSCHILD,,,,,20,190
375,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,T,,,T,,,9620S,RUE DES VELETTES,VELETTES,,,,,20,212
376,STEX/AL,Périmètre Saint Exupéry - Berty Albrecht,,,M/STEX,99,77 RUE DE VERDUN,,92150,SURESNES,01 41 18 17 90,RAPAUD,Émilie,01 41 18 17 90,,6,180,143,Maternelle Saint Exupéry ,,S,,,P,25,101,9625X,RUE DE VERDUN,VERDUN,,,,,20,214
377,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,7289H,PLACE DU PUITS D AMOUR,AMOUR,,,,,11,233
378,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4218V,ALLEE HAUTE VILLAGE ANGLAIS,ANGLAIS,,,,,11,97
379,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,617 F,ALLEE BASSE VILLAGE ANGLAIS,ANGLAIS,,,,,11,10
380,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,0605T,RUE DU BAC,BAC,,,,,11,8
381,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,8143L,ALLEE DES RIVES DE BAGATELLE,BAGATELLE,,,,,11,185
382,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,0620J,RUE BAUDIN,BAUDIN,,,,,11,12
383,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,0665H,RUE BERTHELOT,BERTHELOT,,,,,11,240
384,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,0685E,IMPASSE DES BOURETS,BOURETS,,,,,11,23
385,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,686 F,RUE DES BOURETS,BOURETS,,,,,11,247
386,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,S,2,42,P,1,5,1425J,RUE CARNOT,CARNOT,,,,,11,26
387,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1440A,RUE DE LA CERISAIE,CERISAIE,,,,,11,28
388,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1548T,ESPLANADE JACQUES CHIRAC,CHIRAC,,,,,11,424
389,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1535D,AVENUE DES CONFERENCES,CONFERENCES,,,,,11,47
390,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1548T,ESPLANADE DES COURTIEUX,COURTIEUX,,,,,11,66
391,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1590N,IMPASSE DU CYGNE,CYGNE,,,,,11,53
392,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,2515U,COUR DES DAMES,DAMES,,,,,11,55
393,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,0055V,RUE ALEXANDRE DARRACQ,DARRACQ,,,,,11,4
394,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,2545B,RUE DIDEROT,DIDEROT,,,,,11,252
395,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,3185X,RUE ETIENNE DOLET,DOLET,,,,,11,259
396,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,8525B,ALLEE DES SEAUX D EAU,EAU,,,,,11,194
397,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,3104J,ALLEE DE L ECLUSE,ECLUSE,,,,,11,60
398,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1510B,RUE DU CLOS DES ERMITES,ERMITES,,,,,11,39
399,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4781G,ALLEE JULES FERRY,FERRY,,,,,11,114
400,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4 780 F,RUE JULES FERRY,FERRY,,,,,11,113
401,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,3530X,RUE FIZEAU,FIZEAU,,,,,11,72
402,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,S,,,T,,,4185J,RUE GUSTAVE FLOURENS,FLOURENS,,,,,11,95
403,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,3560E,IMPASSE DU FOUR,FOUR,,,,,11,76
404,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,3121C,ALLEE EDGARD FOURNIER,FOURNIER,,,,,11,62
405,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,3122D,PLACE EDGARD FOURNIER,FOURNIER,,,,,11,61
406,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,0645L,AV DE LA BELLE GABRIELLE,GABRIELLE,,,,,11,16
407,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,P,2,24,P,1,25,4121P,QUAI GALLIENI,GALLIENI,,,,,11,82
408,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4150W,RUE DE LA GAUCHERE,GAUCHERE,,,,,11,87
409,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4152Y,AVENUE CHARLES DE GAULLE,GAULLE,,,,,11,35
410,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4479D,PLACE DE LA HUCHETTE,HUCHETTE,,,,,11,105
411,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4430A,PLACE HENRI IV,IV,,,,,11,98
412,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,8521X,ALLEE SCHEURER KESTNER,KESTNER,,,,,11,192
413,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,P,2,10,P,1,9,4135E,RUE GARDENAT LAPOSTOL,LAPOSTOL,,,,,11,261
414,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4153Z,PLACE DU GENERAL LECLERC,LECLERC,,,,,11,88
415,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,SU11E,COURS MADELEINE,MADELEINE,,,,,11,225
416,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,6111C,ALLEE DES MARAICHERS,MARAICHERS,,,,,11,130
417,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,6130Y,RUE MELIN,MELIN,,,,,11,136
418,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,6190N,PLACE DU MOUTIER,MOUTIER,,,,,11,149
419,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,6112D,PLACE MARGUERITE NASEAU,NASEAU,,,,,11,132
420,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,S,2,4,S,1,3,4463L,RUE D ESTIENNE D ORVES,ORVES,,Q,,,11,263
421,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1460X,RUE CHARLES PEGUY,PEGUY,,,,,11,29
422,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,4100S,AVENUE GABRIEL PERI,PERI,,,,,11,80
423,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,7190A,RUE PERRONET,PERRONET,,,,,11,268
424,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,SU19E,ALLEE DE L ANCIEN PONT,PONT,,,,,11,172
425,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,7265G,PLACE DE LA PREVOTE,PREVOTE,,,,,11,176
426,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,2,30,T,1,17,2540W,RUE DESBASSAYNS DE RICHEMONT,RICHEMONT,,,,,11,251
427,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,P,2,8,P,1,15,5 125 F,RUE LEDRU ROLLIN,ROLLIN,,,,,11,118
428,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,P,2,40,P,1,17,3575W,AVENUE FRANKLIN ROOSEVELT,ROOSEVELT,,,,,11,78
429,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,8500Z,PROMENADE SAINT LEUFROY,SAINT-LEUFROY,,,,,11,188
430,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,1515G,IMPASSE CLOS DES SEIGNEURS,SEIGNEURS,,,,,11,40
431,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,P,2,50,S,,,4440L,BOULEVARD HENRI SELLIER,SELLIER,,,,,11,99
432,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,8583P,ALLEE DES SOURCES,SOURCES,,,,,11,198
433,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,6135D,RUE MERLIN DE THIONVILLE,THIONVILLE,,,,,11,138
434,CITE/FERRY,Périmètre Simone Veil et Jules Ferry,,,E/FERRY,5,12 RUE JULES FERRY,,92150,SURESNES,01 41 18 19 00,WEIL,Bruno,01 41 18 19 00,,13,336,276,Elémentaire Jules Ferry,,T,,,T,,,6165L,RUE DU MONT VALERIEN,VALERIEN,,,,,11,256
